2;naval_base;2183.00;9.50;915.00;-0.90;7276
2;naval_base;2163.00;9.75;924.00;-1.25;7276
2;naval_base;2192.00;9.80;927.00;-3.93;7044
2;naval_base;2171.00;9.78;934.00;-3.14;6743
2;bunker;2167.00;9.80;921.00;6.12;0
2;bunker;2187.00;10.07;927.00;3.96;0
2;bunker;2179.00;9.85;918.00;1.80;0
2;bunker;2176.00;10.05;929.00;4.46;0
2;coastal_bunker;2191.00;9.80;931.00;-3.93;0
2;coastal_bunker;2194.00;9.85;918.00;1.35;0
2;coastal_bunker;2177.00;9.82;934.00;-3.14;0
2;coastal_bunker;2165.00;9.75;926.00;-1.25;0
2;dockyard;2177.00;9.80;935.00;-3.14;0
2;anti_air_building;2174.00;10.12;925.00;0.85;0
2;anti_air_building;2164.00;9.80;924.00;3.52;0
2;anti_air_building;2176.00;10.00;931.00;5.08;0
2;synthetic_refinery;2167.00;9.80;921.00;2.92;0
2;fuel_silo;2168.00;9.80;929.00;5.58;0
2;radar_station;2180.00;10.30;925.00;2.34;0
2;rocket_site;2172.00;10.03;926.00;4.98;0
2;nuclear_reactor;2169.00;9.80;924.00;6.19;0
3;arms_factory;2164.00;9.75;1012.00;3.89;0
3;arms_factory;2161.00;9.80;1010.00;1.73;0
3;arms_factory;2128.00;10.00;1056.00;4.40;0
3;arms_factory;2118.00;10.25;1050.00;0.78;0
3;arms_factory;2117.00;10.50;1045.00;2.34;0
3;arms_factory;2136.00;9.78;1064.00;0.18;0
3;industrial_complex;2145.00;9.80;1058.00;2.84;0
3;industrial_complex;2113.00;11.00;1023.00;5.50;0
3;industrial_complex;2118.00;11.00;1021.00;2.24;0
3;industrial_complex;2142.00;10.07;1039.00;3.45;0
3;industrial_complex;2147.00;10.00;1037.00;1.29;0
3;industrial_complex;2152.00;9.85;1035.00;2.85;0
3;air_base;2127.00;10.80;1013.00;5.51;0
3;naval_base;2155.00;9.80;1035.00;-4.29;6346
3;naval_base;2142.00;9.53;1068.00;-4.31;7262
3;naval_base;2127.00;9.57;1062.00;-3.55;6631
3;naval_base;2152.00;9.70;1048.00;-4.47;7262
3;naval_base;2160.00;9.73;1025.00;-4.25;6346
3;naval_base;2167.00;9.75;1004.00;-4.47;6346
3;bunker;2108.00;10.10;1058.00;6.03;0
3;bunker;2108.00;10.90;1020.00;2.41;0
3;bunker;2145.00;9.80;1056.00;0.25;0
3;bunker;2135.00;10.50;1009.00;1.45;0
3;bunker;2138.00;10.15;1041.00;4.47;0
3;bunker;2150.00;9.85;1013.00;0.85;0
3;bunker;2126.00;10.25;1051.00;3.52;0
3;bunker;2126.00;10.88;1032.00;5.08;0
3;bunker;2160.00;9.80;1011.00;2.92;0
3;bunker;2121.00;10.98;1019.00;5.58;0
3;bunker;2141.00;10.12;1039.00;1.96;0
3;bunker;2157.00;9.80;1023.00;4.98;0
3;coastal_bunker;2162.00;9.78;1022.00;-4.25;0
3;coastal_bunker;2148.00;9.73;1064.00;-4.31;0
3;coastal_bunker;2117.00;9.80;1061.00;-3.55;0
3;coastal_bunker;2152.00;9.70;1048.00;-4.47;0
3;coastal_bunker;2156.00;9.78;1035.00;-4.29;0
3;coastal_bunker;2168.00;9.75;1001.00;-4.47;0
3;dockyard;2116.00;9.80;1061.00;-3.55;0
3;anti_air_building;2117.00;9.93;1056.00;0.41;0
3;anti_air_building;2163.00;9.70;1017.00;4.54;0
3;anti_air_building;2147.00;9.78;1065.00;0.92;0
3;synthetic_refinery;2109.00;10.90;1029.00;2.48;0
3;fuel_silo;2111.00;11.00;1024.00;5.14;0
3;radar_station;2136.00;10.40;1032.00;3.99;0
3;rocket_site;2143.00;9.90;1044.00;4.19;0
3;nuclear_reactor;2145.00;9.90;1042.00;0.92;0
4;arms_factory;2082.00;9.98;1052.00;4.40;0
4;arms_factory;2072.00;10.48;1029.00;0.78;0
4;arms_factory;2078.00;10.45;999.00;2.34;0
4;arms_factory;2104.00;10.10;1000.00;0.18;0
4;arms_factory;2107.00;10.30;1005.00;2.84;0
4;arms_factory;2099.00;10.40;1046.00;5.50;0
4;industrial_complex;2097.00;10.82;1029.00;2.24;0
4;industrial_complex;2077.00;10.50;1031.00;3.45;0
4;industrial_complex;2079.00;10.40;1001.00;1.29;0
4;industrial_complex;2100.00;10.28;1053.00;2.85;0
4;industrial_complex;2106.00;10.40;1007.00;5.51;0
4;industrial_complex;2068.00;9.95;1040.00;1.90;0
4;air_base;2095.00;10.73;1031.00;6.02;0
4;naval_base;2071.00;9.82;1045.00;-2.03;7089
4;naval_base;2096.00;9.88;994.00;0.20;7267
4;naval_base;2081.00;9.60;1054.00;-2.50;7095
4;naval_base;2091.00;9.57;1061.00;-1.70;7095
4;bunker;2082.00;10.18;1041.00;6.03;0
4;bunker;2103.00;10.65;1039.00;2.41;0
4;bunker;2090.00;10.40;1042.00;0.25;0
4;bunker;2089.00;10.90;1018.00;1.45;0
4;bunker;2093.00;10.57;1012.00;4.47;0
4;bunker;2086.00;10.40;1002.00;0.85;0
4;bunker;2103.00;9.90;1064.00;3.52;0
4;bunker;2070.00;10.70;1019.00;5.08;0
4;bunker;2094.00;10.07;1000.00;2.92;0
4;bunker;2086.00;10.30;1047.00;5.58;0
4;coastal_bunker;2089.00;9.80;992.00;0.20;0
4;coastal_bunker;2073.00;9.88;1047.00;-2.90;0
4;coastal_bunker;2093.00;9.57;1062.00;-3.34;0
4;coastal_bunker;2076.00;9.60;1050.00;-2.50;0
4;dockyard;2096.00;9.85;1064.00;-3.34;0
4;anti_air_building;2095.00;10.43;1045.00;1.97;0
4;anti_air_building;2092.00;10.80;1028.00;4.63;0
4;anti_air_building;2088.00;10.30;1008.00;2.47;0
4;synthetic_refinery;2073.00;10.55;1000.00;5.14;0
4;fuel_silo;2100.00;10.30;1051.00;0.41;0
4;radar_station;2088.00;10.75;1025.00;5.16;0
4;rocket_site;2082.00;10.28;1038.00;0.92;0
4;nuclear_reactor;2090.00;10.65;1030.00;2.48;0
5;arms_factory;2033.00;10.15;1012.00;2.34;0
5;arms_factory;2048.00;10.60;1023.00;0.18;0
5;arms_factory;2058.00;11.05;1009.00;2.84;0
5;arms_factory;2038.00;10.43;1014.00;5.50;0
5;arms_factory;2027.00;9.95;1046.00;2.24;0
5;arms_factory;2058.00;11.00;1011.00;3.45;0
5;industrial_complex;2035.00;9.93;1040.00;1.29;0
5;industrial_complex;2032.00;10.18;1016.00;2.85;0
5;industrial_complex;2030.00;10.35;1030.00;5.51;0
5;industrial_complex;2062.00;10.90;1013.00;1.90;0
5;industrial_complex;2032.00;10.23;1018.00;6.02;0
5;industrial_complex;2061.00;11.05;1003.00;6.12;0
5;air_base;2047.00;10.20;1031.00;3.96;0
5;naval_base;2016.00;9.50;1035.00;-1.89;6609
5;naval_base;2049.00;9.80;1038.00;-2.92;7089
5;naval_base;2025.00;9.80;1049.00;-3.73;7089
5;naval_base;2024.00;9.50;1012.00;-1.19;6609
5;naval_base;2041.00;9.88;1037.00;-3.84;7089
5;naval_base;2027.00;9.50;1005.00;-1.57;6609
5;bunker;2046.00;9.95;1035.00;4.47;0
5;bunker;2021.00;9.98;1044.00;0.85;0
5;bunker;2030.00;10.10;1015.00;3.52;0
5;bunker;2051.00;10.07;1034.00;5.08;0
5;bunker;2055.00;11.00;1015.00;2.92;0
5;bunker;2042.00;10.45;1010.00;5.58;0
5;bunker;2018.00;9.85;1039.00;1.96;0
5;bunker;2032.00;9.90;1000.00;4.98;0
5;coastal_bunker;2026.00;9.80;1049.00;-3.73;0
5;coastal_bunker;2020.00;9.57;1026.00;-1.19;0
5;coastal_bunker;2048.00;9.80;1038.00;-2.92;0
5;coastal_bunker;2018.00;9.50;1028.00;-1.89;0
5;coastal_bunker;2031.00;9.50;997.00;0.00;0
5;coastal_bunker;2041.00;9.85;1038.00;-3.84;0
5;dockyard;2043.00;9.85;1037.00;-3.84;0
5;anti_air_building;2031.00;9.93;1004.00;0.41;0
5;anti_air_building;2019.00;9.85;1045.00;4.54;0
5;anti_air_building;2040.00;10.57;1025.00;0.92;0
5;synthetic_refinery;2032.00;10.15;1010.00;2.48;0
5;fuel_silo;2033.00;10.18;1015.00;5.14;0
5;radar_station;2045.00;10.65;1023.00;3.99;0
5;rocket_site;2063.00;10.07;1035.00;4.19;0
5;nuclear_reactor;2031.00;10.38;1026.00;0.92;0
6;arms_factory;2043.00;10.35;1000.00;2.84;0
6;arms_factory;2077.00;10.07;980.00;5.50;0
6;arms_factory;2073.00;10.35;984.00;2.24;0
6;arms_factory;2035.00;10.15;977.00;3.45;0
6;arms_factory;2036.00;10.05;982.00;1.29;0
6;arms_factory;2032.00;9.80;987.00;2.85;0
6;industrial_complex;2065.00;10.85;985.00;5.51;0
6;industrial_complex;2064.00;10.95;989.00;1.90;0
6;industrial_complex;2050.00;10.53;983.00;6.02;0
6;industrial_complex;2069.00;10.55;980.00;6.12;0
6;industrial_complex;2072.00;10.45;983.00;3.96;0
6;industrial_complex;2048.00;10.60;994.00;1.80;0
6;air_base;2040.00;10.32;981.00;4.46;0
6;naval_base;2032.00;9.50;991.00;-2.11;7270
6;naval_base;2084.00;9.80;978.00;1.57;6730
6;bunker;2070.00;10.70;988.00;0.25;0
6;bunker;2070.00;10.43;976.00;1.45;0
6;bunker;2041.00;10.18;990.00;4.47;0
6;bunker;2039.00;10.20;987.00;0.85;0
6;bunker;2047.00;10.45;981.00;3.52;0
6;coastal_bunker;2031.00;9.82;983.00;-2.11;0
6;coastal_bunker;2085.00;9.80;979.00;1.57;0
6;dockyard;2029.00;9.50;982.00;-2.11;0
6;anti_air_building;2057.00;11.00;991.00;1.96;0
6;anti_air_building;2053.00;10.60;982.00;4.98;0
6;anti_air_building;2048.00;10.45;985.00;6.19;0
6;synthetic_refinery;2044.00;10.40;1004.00;4.03;0
6;fuel_silo;2044.00;10.35;993.00;0.41;0
6;radar_station;2056.00;10.93;986.00;3.75;0
6;rocket_site;2066.00;10.57;978.00;4.63;0
6;nuclear_reactor;2072.00;10.12;967.00;2.47;0
7;arms_factory;2009.00;9.95;973.00;2.24;0
7;arms_factory;2024.00;10.20;962.00;3.45;0
7;arms_factory;2009.00;10.07;971.00;1.29;0
7;arms_factory;2007.00;10.25;957.00;2.85;0
7;arms_factory;2012.00;10.20;969.00;5.51;0
7;arms_factory;2001.00;10.20;955.00;1.90;0
7;industrial_complex;2010.00;9.93;974.00;6.02;0
7;industrial_complex;2004.00;10.30;952.00;6.12;0
7;industrial_complex;2012.00;10.40;958.00;3.96;0
7;industrial_complex;2008.00;10.18;958.00;1.80;0
7;industrial_complex;2019.00;10.40;955.00;4.46;0
7;industrial_complex;2003.00;10.30;956.00;6.03;0
7;air_base;2039.00;10.05;935.00;2.41;0
7;naval_base;1983.00;9.78;969.00;-3.52;7006
7;naval_base;2009.00;9.80;977.00;-3.42;7270
7;naval_base;2023.00;9.80;975.00;-2.64;7270
7;bunker;2022.00;10.35;956.00;0.85;0
7;bunker;1998.00;10.30;950.00;3.52;0
7;bunker;1989.00;10.10;960.00;5.08;0
7;bunker;2039.00;10.30;947.00;2.92;0
7;bunker;2010.00;10.10;970.00;5.58;0
7;bunker;2030.00;10.07;970.00;1.96;0
7;coastal_bunker;2009.00;9.80;977.00;-3.42;0
7;coastal_bunker;1984.00;9.80;969.00;-3.52;0
7;coastal_bunker;2024.00;9.60;976.00;-2.64;0
7;dockyard;2004.00;9.80;976.00;-2.21;0
7;anti_air_building;2015.00;10.23;966.00;1.97;0
7;anti_air_building;2004.00;10.30;951.00;4.63;0
7;anti_air_building;2018.00;10.45;949.00;2.47;0
7;synthetic_refinery;1994.00;9.85;969.00;5.14;0
7;fuel_silo;2024.00;10.40;954.00;0.41;0
7;radar_station;2012.00;10.35;956.00;5.16;0
7;rocket_site;2023.00;10.43;952.00;0.92;0
7;nuclear_reactor;1994.00;10.30;953.00;2.48;0
8;arms_factory;2025.00;9.98;909.00;1.29;0
8;arms_factory;2020.00;10.10;921.00;2.85;0
8;arms_factory;2016.00;10.20;918.00;5.51;0
8;arms_factory;2012.00;9.90;906.00;1.90;0
8;arms_factory;2006.00;9.90;902.00;6.02;0
8;arms_factory;2024.00;10.00;921.00;6.12;0
8;industrial_complex;2036.00;9.85;914.00;3.96;0
8;industrial_complex;2008.00;9.90;902.00;1.80;0
8;industrial_complex;2018.00;9.80;885.00;4.46;0
8;industrial_complex;2038.00;9.90;893.00;6.03;0
8;industrial_complex;2031.00;9.90;914.00;2.41;0
8;industrial_complex;2040.00;9.88;893.00;0.25;0
8;air_base;2015.00;10.32;924.00;1.45;0
8;naval_base;2017.00;9.50;883.00;-1.25;7035
8;naval_base;2039.00;9.82;912.00;-4.15;7148
8;naval_base;1999.00;9.50;889.00;-0.38;7035
8;naval_base;2046.00;9.82;902.00;-4.25;7148
8;naval_base;2038.00;9.57;919.00;1.11;7148
8;naval_base;2040.00;9.80;891.00;0.46;7279
8;bunker;2017.00;9.95;891.00;1.96;0
8;bunker;2023.00;10.03;920.00;4.98;0
8;bunker;2030.00;9.82;909.00;6.19;0
8;bunker;2013.00;9.78;886.00;4.03;0
8;bunker;2044.00;9.88;927.00;0.41;0
8;bunker;2043.00;9.93;900.00;1.97;0
8;bunker;2030.00;9.88;882.00;4.63;0
8;bunker;2015.00;9.95;914.00;2.47;0
8;bunker;2031.00;10.03;892.00;5.14;0
8;coastal_bunker;2046.00;9.57;925.00;1.11;0
8;coastal_bunker;2031.00;9.78;879.00;0.40;0
8;coastal_bunker;2007.00;9.50;888.00;-0.38;0
8;coastal_bunker;2038.00;9.82;913.00;-4.15;0
8;coastal_bunker;2044.00;9.80;896.00;-4.25;0
8;coastal_bunker;2037.00;9.78;887.00;0.46;0
8;dockyard;2043.00;9.60;893.00;-4.59;0
8;anti_air_building;2014.00;9.90;909.00;0.92;0
8;anti_air_building;2019.00;10.40;936.00;3.59;0
8;anti_air_building;2022.00;10.05;924.00;6.25;0
8;synthetic_refinery;2036.00;9.85;918.00;2.64;0
8;fuel_silo;2004.00;9.88;896.00;5.65;0
8;radar_station;2024.00;10.00;910.00;3.53;0
8;rocket_site;2033.00;10.00;895.00;4.70;0
8;nuclear_reactor;2023.00;10.00;900.00;2.54;0
9;arms_factory;1995.00;10.20;918.00;1.90;0
9;arms_factory;2014.00;10.60;941.00;6.02;0
9;arms_factory;2011.00;10.60;944.00;6.12;0
9;arms_factory;1966.00;10.07;910.00;3.96;0
9;arms_factory;1978.00;9.90;906.00;1.80;0
9;arms_factory;1990.00;10.00;908.00;4.46;0
9;industrial_complex;1991.00;10.20;925.00;6.03;0
9;industrial_complex;2005.00;10.30;925.00;2.41;0
9;industrial_complex;1999.00;10.45;931.00;0.25;0
9;industrial_complex;1995.00;9.78;891.00;1.45;0
9;industrial_complex;2003.00;9.98;910.00;4.47;0
9;industrial_complex;1997.00;10.10;908.00;0.85;0
9;air_base;1996.00;10.62;939.00;3.52;0
9;bunker;1975.00;9.85;901.00;5.08;0
9;bunker;1998.00;10.28;927.00;2.92;0
9;bunker;2006.00;10.60;944.00;5.58;0
9;bunker;1990.00;9.93;905.00;1.96;0
9;bunker;1976.00;10.25;916.00;4.98;0
9;bunker;2000.00;10.30;922.00;6.19;0
9;anti_air_building;1981.00;9.95;911.00;4.03;0
9;anti_air_building;1990.00;10.10;913.00;0.41;0
9;anti_air_building;1999.00;10.38;929.00;1.97;0
9;synthetic_refinery;2010.00;10.60;933.00;4.63;0
9;fuel_silo;1997.00;10.62;936.00;2.47;0
9;radar_station;1989.00;10.20;920.00;5.93;0
9;rocket_site;2002.00;10.20;916.00;0.41;0
9;nuclear_reactor;2001.00;10.18;914.00;4.54;0
10;arms_factory;1939.00;9.82;895.00;6.12;0
10;arms_factory;1974.00;9.82;883.00;3.96;0
10;arms_factory;1984.00;9.80;858.00;1.80;0
10;arms_factory;1960.00;9.80;872.00;4.46;0
10;arms_factory;1959.00;9.82;886.00;6.03;0
10;arms_factory;1944.00;9.70;890.00;2.41;0
10;industrial_complex;1985.00;9.90;893.00;0.25;0
10;industrial_complex;1978.00;9.70;894.00;1.45;0
10;industrial_complex;1975.00;9.82;876.00;4.47;0
10;industrial_complex;1960.00;9.80;881.00;0.85;0
10;industrial_complex;1943.00;9.70;881.00;3.52;0
10;industrial_complex;1981.00;9.82;884.00;5.08;0
10;air_base;1960.00;9.80;891.00;2.92;0
10;naval_base;1984.00;9.78;856.00;0.42;6973
10;naval_base;1954.00;9.50;868.00;-0.24;6501
10;naval_base;1942.00;9.50;876.00;-1.18;6736
10;naval_base;1939.00;9.50;884.00;-0.38;6736
10;naval_base;1989.00;9.53;877.00;0.90;7035
10;bunker;1970.00;9.75;866.00;0.41;0
10;bunker;1951.00;9.73;889.00;1.97;0
10;bunker;1953.00;9.80;878.00;4.63;0
10;bunker;1957.00;9.73;869.00;2.47;0
10;bunker;1981.00;9.90;879.00;5.14;0
10;bunker;1968.00;9.70;885.00;0.41;0
10;bunker;1952.00;9.95;911.00;4.54;0
10;coastal_bunker;1941.00;9.50;880.00;-0.38;0
10;coastal_bunker;1991.00;9.50;878.00;0.90;0
10;coastal_bunker;1983.00;9.73;855.00;0.42;0
10;coastal_bunker;1955.00;9.50;864.00;-0.24;0
10;coastal_bunker;1947.00;9.50;872.00;-0.64;0
10;dockyard;1981.00;9.50;854.00;0.42;0
10;anti_air_building;1947.00;10.00;910.00;3.59;0
10;anti_air_building;1985.00;9.80;880.00;6.25;0
10;anti_air_building;1961.00;9.80;891.00;2.64;0
10;synthetic_refinery;1981.00;9.80;867.00;5.65;0
10;fuel_silo;1943.00;9.73;878.00;2.04;0
10;radar_station;1966.00;9.70;886.00;5.01;0
10;rocket_site;1938.00;10.00;899.00;2.54;0
10;nuclear_reactor;1978.00;9.80;886.00;4.10;0
11;arms_factory;1976.00;10.00;962.00;1.80;0
11;arms_factory;1970.00;10.50;926.00;4.46;0
11;arms_factory;1979.00;10.65;931.00;6.03;0
11;arms_factory;1950.00;9.78;949.00;2.41;0
11;arms_factory;1962.00;10.10;936.00;0.25;0
11;arms_factory;1961.00;9.95;942.00;1.45;0
11;industrial_complex;1943.00;9.90;943.00;4.47;0
11;industrial_complex;1987.00;10.60;940.00;0.85;0
11;industrial_complex;1970.00;9.90;966.00;3.52;0
11;industrial_complex;1967.00;10.35;929.00;5.08;0
11;industrial_complex;1975.00;10.60;934.00;2.92;0
11;industrial_complex;1946.00;9.70;952.00;5.58;0
11;air_base;1941.00;9.88;957.00;1.96;0
11;naval_base;1970.00;9.80;974.00;-3.66;7006
11;bunker;1981.00;10.60;937.00;6.19;0
11;bunker;1954.00;9.90;944.00;4.03;0
11;bunker;1975.00;10.50;938.00;0.41;0
11;bunker;1949.00;9.78;958.00;1.97;0
11;bunker;1971.00;10.05;953.00;4.63;0
11;bunker;1956.00;10.35;927.00;2.47;0
11;bunker;1965.00;9.80;959.00;5.14;0
11;bunker;1976.00;10.12;958.00;0.41;0
11;coastal_bunker;1980.00;9.75;969.00;-3.66;0
11;dockyard;1975.00;9.78;971.00;-3.66;0
11;anti_air_building;1986.00;10.35;949.00;2.48;0
11;anti_air_building;1963.00;9.90;961.00;5.14;0
11;anti_air_building;1975.00;10.50;940.00;2.98;0
11;synthetic_refinery;1952.00;10.35;927.00;4.19;0
11;fuel_silo;1945.00;10.00;932.00;0.92;0
11;radar_station;1965.00;9.90;946.00;4.71;0
11;rocket_site;1958.00;9.85;952.00;6.25;0
11;nuclear_reactor;1980.00;10.30;947.00;2.64;0
12;arms_factory;1905.00;10.00;902.00;6.03;0
12;arms_factory;1920.00;10.00;907.00;2.41;0
12;arms_factory;1914.00;10.10;921.00;0.25;0
12;arms_factory;1928.00;10.03;907.00;1.45;0
12;arms_factory;1939.00;10.20;923.00;4.47;0
12;arms_factory;1902.00;10.93;936.00;0.85;0
12;industrial_complex;1891.00;9.80;902.00;3.52;0
12;industrial_complex;1919.00;10.00;906.00;5.08;0
12;industrial_complex;1919.00;10.20;916.00;2.92;0
12;industrial_complex;1934.00;10.00;906.00;5.58;0
12;industrial_complex;1942.00;10.20;919.00;1.96;0
12;industrial_complex;1903.00;10.82;935.00;4.98;0
12;air_base;1893.00;9.80;901.00;6.19;0
12;naval_base;1919.00;9.53;890.00;0.24;6736
12;naval_base;1887.00;9.57;906.00;-1.05;6824
12;naval_base;1914.00;9.50;885.00;0.32;6736
12;naval_base;1893.00;9.53;893.00;-0.98;6824
12;bunker;1904.00;10.75;934.00;2.47;0
12;bunker;1945.00;10.40;923.00;5.14;0
12;bunker;1914.00;10.00;906.00;0.41;0
12;bunker;1933.00;10.10;913.00;4.54;0
12;bunker;1893.00;10.43;924.00;0.92;0
12;bunker;1911.00;9.90;888.00;2.48;0
12;bunker;1912.00;10.10;921.00;5.14;0
12;bunker;1896.00;9.88;885.00;2.98;0
12;bunker;1924.00;10.30;921.00;4.19;0
12;bunker;1918.00;9.88;896.00;0.92;0
12;bunker;1893.00;10.10;914.00;3.59;0
12;coastal_bunker;1889.00;9.57;902.00;-1.05;0
12;coastal_bunker;1893.00;9.50;884.00;-0.98;0
12;coastal_bunker;1906.00;9.80;882.00;0.32;0
12;coastal_bunker;1929.00;9.53;890.00;0.24;0
12;dockyard;1910.00;9.80;884.00;0.32;0
12;anti_air_building;1922.00;9.80;894.00;2.54;0
12;anti_air_building;1927.00;10.20;918.00;4.10;0
12;anti_air_building;1920.00;10.20;922.00;0.48;0
12;synthetic_refinery;1895.00;10.20;918.00;3.15;0
12;fuel_silo;1888.00;9.88;908.00;6.16;0
12;radar_station;1921.00;10.18;915.00;3.07;0
12;rocket_site;1926.00;9.73;893.00;5.21;0
12;nuclear_reactor;1927.00;10.10;912.00;1.59;0
13;arms_factory;1918.00;10.60;958.00;0.25;0
13;arms_factory;1910.00;10.60;971.00;1.45;0
13;arms_factory;1926.00;10.40;965.00;4.47;0
13;arms_factory;1949.00;9.75;995.00;0.85;0
13;arms_factory;1942.00;9.80;990.00;3.52;0
13;arms_factory;1952.00;9.98;984.00;5.08;0
13;industrial_complex;1943.00;9.90;967.00;2.92;0
13;industrial_complex;1924.00;10.43;963.00;5.58;0
13;industrial_complex;1925.00;10.00;942.00;1.96;0
13;industrial_complex;1917.00;10.62;959.00;4.98;0
13;industrial_complex;1921.00;10.30;953.00;6.19;0
13;industrial_complex;1910.00;10.80;967.00;4.03;0
13;air_base;1923.00;9.95;987.00;0.41;0
13;naval_base;1957.00;9.70;994.00;-3.14;6687
13;naval_base;1966.00;9.70;978.00;-3.46;7006
13;naval_base;1936.00;9.78;993.00;-3.68;6687
13;bunker;1927.00;10.45;964.00;5.14;0
13;bunker;1955.00;9.90;980.00;0.41;0
13;bunker;1911.00;10.80;962.00;4.54;0
13;bunker;1935.00;10.10;969.00;0.92;0
13;bunker;1953.00;9.95;983.00;2.48;0
13;bunker;1930.00;9.90;988.00;5.14;0
13;bunker;1918.00;10.12;942.00;2.98;0
13;bunker;1926.00;10.18;970.00;4.19;0
13;coastal_bunker;1946.00;9.50;997.00;-3.14;0
13;coastal_bunker;1966.00;9.70;978.00;-3.46;0
13;coastal_bunker;1936.00;9.78;993.00;-3.68;0
13;dockyard;1938.00;9.53;995.00;-3.14;0
13;anti_air_building;1919.00;10.50;955.00;5.65;0
13;anti_air_building;1916.00;10.45;949.00;2.04;0
13;anti_air_building;1936.00;9.80;991.00;4.70;0
13;synthetic_refinery;1922.00;10.00;984.00;2.54;0
13;fuel_silo;1925.00;9.98;979.00;4.10;0
13;radar_station;1936.00;10.10;968.00;0.90;0
13;rocket_site;1961.00;9.93;971.00;3.15;0
13;nuclear_reactor;1936.00;10.12;959.00;6.16;0
14;arms_factory;1899.00;9.80;1016.00;4.47;0
14;arms_factory;1891.00;10.15;1038.00;0.85;0
14;arms_factory;1903.00;10.00;1027.00;3.52;0
14;arms_factory;1917.00;9.82;1021.00;5.08;0
14;arms_factory;1920.00;9.70;1011.00;2.92;0
14;arms_factory;1918.00;9.98;995.00;5.58;0
14;industrial_complex;1888.00;10.95;984.00;1.96;0
14;industrial_complex;1882.00;10.50;998.00;4.98;0
14;industrial_complex;1881.00;11.28;984.00;6.19;0
14;industrial_complex;1892.00;10.12;999.00;4.03;0
14;industrial_complex;1905.00;10.70;968.00;0.41;0
14;industrial_complex;1908.00;9.95;1041.00;1.97;0
14;air_base;1905.00;9.98;1032.00;4.63;0
14;naval_base;1924.00;9.70;1020.00;1.03;6687
14;naval_base;1922.00;9.78;1004.00;-4.25;6687
14;naval_base;1922.00;9.50;1011.00;1.47;6687
14;bunker;1902.00;10.05;1001.00;4.54;0
14;bunker;1906.00;9.98;1038.00;0.92;0
